date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,zipcode,was_renovated,effective_year,house_age,age_effective,price_per_sqft
2014-05-13,90000.0,2.0,1.0,790,2640,1.0,0,0,3,790,0,1973,,Kirkland,98034,0,1973,41,41,113.92405063291139
2014-05-13,860000.0,4.0,2.5,3560,11119,1.0,0,2,3,2290,1270,1986,,Bellevue,98004,0,1986,28,28,241.57303370786516
2014-05-13,675000.0,4.0,2.5,3000,5548,2.0,0,0,3,3000,0,2006,,Newcastle,98056,0,2006,8,8,225.0
2014-05-13,975000.0,4.0,2.5,3490,7494,2.0,0,3,3,3490,0,2000,,Bellevue,98006,0,2000,14,14,279.36962750716333
2014-05-13,780000.0,3.0,1.75,2340,10495,1.0,0,0,4,2340,0,1967,,Mercer Island,98040,0,1967,47,47,333.3333333333333
2014-05-13,370000.0,3.0,1.75,1650,8254,1.0,0,0,5,1060,590,1951,,Shoreline,98155,0,1951,63,63,224.24242424242425
2014-05-13,665000.0,3.0,2.0,1940,5820,1.5,0,0,5,1150,790,1944,,Seattle,98107,0,1944,70,70,342.78350515463916
2014-05-13,675000.0,5.0,3.0,3410,9600,1.0,0,0,4,1870,1540,1968,,Redmond,98052,0,1968,46,46,197.94721407624633
2014-05-13,620000.0,3.0,1.0,1710,4050,1.5,0,0,3,1710,0,1909,,Seattle,98103,0,1909,105,105,362.5730994152047
2014-05-13,1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,,Seattle,98109,0,1905,109,109,403.2846715328467
2014-05-13,450000.0,3.0,2.75,1250,892,2.0,0,0,3,1040,210,2010,,Seattle,98116,0,2010,4,4,360.0
2014-05-13,450000.0,3.0,2.25,2450,42180,1.0,0,0,4,2450,0,1978,2000.0,Covington,98042,1,2000,36,14,183.6734693877551
2014-05-13,530000.0,3.0,1.75,1690,8190,1.0,0,0,4,1690,0,1958,,Bellevue,98005,0,1958,56,56,313.6094674556213
2014-05-13,635000.0,4.0,1.75,1950,13320,1.0,0,0,4,1370,580,1969,,Bellevue,98007,0,1969,45,45,325.64102564102564
2014-05-13,580000.0,5.0,2.0,2290,7125,1.0,0,0,3,1190,1100,1964,,Bellevue,98008,0,1964,50,50,253.27510917030568
2014-05-13,1550000.0,5.0,3.25,3370,17458,1.0,0,2,5,2000,1370,1982,,Mercer Island,98040,0,1982,32,32,459.9406528189911
2014-05-13,285000.0,3.0,1.0,1090,8640,1.0,0,0,4,1090,0,1973,,Burien,98166,0,1973,41,41,261.4678899082569
2014-05-13,375000.0,3.0,1.0,1190,9486,1.0,0,0,4,1190,0,1953,,Normandy Park,98166,0,1953,61,61,315.12605042016804
2014-05-13,1400000.0,5.0,4.25,3530,7924,2.0,0,0,3,3530,0,2001,,Mercer Island,98040,0,2001,13,13,396.60056657223794
2014-05-13,560000.0,3.0,1.0,1440,5000,2.0,0,0,3,1440,0,1910,,Seattle,98103,0,1910,104,104,388.8888888888889
2014-05-13,405000.0,4.0,1.75,2180,13529,1.0,0,0,3,1090,1090,1956,,Lake Forest Park,98155,0,1956,58,58,185.77981651376146
2014-05-13,413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,600,1925,,Seattle,98126,0,1925,89,89,292.9078014184397
2014-05-13,287600.0,3.0,2.5,1950,8251,2.0,0,0,3,1950,0,1990,,Auburn,98001,0,1990,24,24,147.48717948717947
2014-05-13,1680000.0,5.0,3.25,4860,23723,2.0,0,2,4,3820,1040,1989,,Mercer Island,98040,0,1989,25,25,345.679012345679
2014-05-13,225000.0,3.0,1.0,1660,7210,1.0,0,0,3,1100,560,1963,,Auburn,98001,0,1963,51,51,135.5421686746988
2014-05-13,319000.0,3.0,1.0,1390,12823,1.0,0,0,4,1390,0,1968,,Woodinville,98077,0,1968,46,46,229.49640287769785
2014-05-13,322500.0,3.0,2.0,1350,14200,1.0,0,0,3,1350,0,1989,,Duvall,98019,0,1989,25,25,238.88888888888889
2014-05-13,570000.0,3.0,2.0,1530,5401,1.0,0,0,4,1530,0,1937,,Seattle,98115,0,1937,77,77,372.54901960784315
2014-05-13,465000.0,3.0,1.5,1270,5112,1.0,0,0,3,1270,0,1950,,Seattle,98115,0,1950,64,64,366.1417322834646
2014-05-13,435000.0,4.0,2.25,2140,6355,2.0,0,0,3,2140,0,2002,,Snoqualmie,98065,0,2002,12,12,203.2710280373832
2014-05-13,502000.0,4.0,2.5,2040,5616,2.0,0,0,3,2040,0,2012,,Kenmore,98028,0,2012,2,2,246.07843137254903
2014-05-13,525000.0,3.0,3.5,2876,5086,2.0,0,0,3,2360,516,2007,,Woodinville,98072,0,2007,7,7,182.5452016689847
2014-05-13,525000.0,3.0,2.5,1580,1161,2.0,0,0,3,1010,570,2008,,Seattle,98112,0,2008,6,6,332.27848101265823
2014-05-13,660000.0,4.0,3.5,3400,5196,2.0,0,0,3,3400,0,2012,,Snoqualmie,98065,0,2012,2,2,194.11764705882354
2014-05-13,870000.0,4.0,2.5,3520,6773,2.5,0,0,3,2650,870,2006,,Seattle,98136,0,2006,8,8,247.1590909090909
2014-05-13,650000.0,4.0,2.5,2210,4861,2.0,0,0,3,2210,0,2013,,Seattle,98117,0,2013,1,1,294.11764705882354
2014-05-13,505000.0,4.0,2.5,2790,5602,2.0,0,0,3,2790,0,2009,,Renton,98059,0,2009,5,5,181.00358422939067
2014-05-13,330000.0,3.0,2.5,1450,5008,1.0,0,0,3,840,610,2007,,Seattle,98106,0,2007,7,7,227.58620689655172
2014-05-14,385000.0,4.0,1.75,1620,4980,1.0,0,0,4,860,760,1947,,Seattle,98133,0,1947,67,67,237.65432098765433
2014-05-14,306000.0,3.0,1.5,1220,1086,3.0,0,0,3,1220,0,2007,,Seattle,98133,0,2007,7,7,250.81967213114754
2014-05-14,546000.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,890,1921,,Seattle,98117,0,1921,93,93,273.0
2014-05-14,925000.0,4.0,2.5,2190,7350,2.5,0,0,5,2190,0,1958,,Mercer Island,98040,0,1958,56,56,422.3744292237443
2014-05-14,542000.0,4.0,1.75,1900,8250,1.0,0,0,4,950,950,1955,,Bellevue,98006,0,1955,59,59,285.2631578947368
2014-05-14,800000.0,3.0,1.0,1700,4400,1.5,0,0,4,1700,0,1906,,Seattle,98122,0,1906,108,108,470.5882352941176
2014-05-14,620000.0,5.0,2.5,2540,3832,2.0,0,0,5,1760,780,1929,,Seattle,98117,0,1929,85,85,244.09448818897638
2014-05-14,175000.0,2.0,1.0,1170,8925,1.0,0,2,3,1170,0,1911,,Des Moines,98198,0,1911,103,103,149.57264957264957
2014-05-14,740000.0,5.0,5.0,5774,31675,1.0,0,2,3,4490,1284,1984,,Federal Way,98003,0,1984,30,30,128.16072047107724
2014-05-14,345000.0,3.0,2.25,2120,15003,2.0,0,0,3,2120,0,1984,,Renton,98059,0,1984,30,30,162.73584905660377
2014-05-14,510000.0,3.0,1.75,2170,26460,1.0,0,0,3,1450,720,1986,,Sammamish,98074,0,1986,28,28,235.02304147465438
2014-05-14,530000.0,4.0,2.75,2450,15002,1.0,0,0,5,2450,0,1974,,Normandy Park,98166,0,1974,40,40,216.3265306122449
2014-05-14,155000.0,2.0,1.0,700,5200,1.0,0,0,5,700,0,1952,,Renton,98056,0,1952,62,62,221.42857142857142
2014-05-14,266000.0,3.0,2.5,1780,7214,1.0,0,0,4,1400,380,1986,,Kent,98030,0,1986,28,28,149.43820224719101
2014-05-14,257200.0,3.0,2.0,1850,8250,1.0,0,0,4,1150,700,1952,,Auburn,98002,0,1952,62,62,139.02702702702703
2014-05-14,265000.0,3.0,2.0,1570,5706,1.0,0,0,3,1570,0,1998,,Auburn,98092,0,1998,16,16,168.78980891719746
2014-05-14,372220.0,3.0,1.0,1290,5500,1.0,0,0,3,980,310,1951,,Seattle,98136,0,1951,63,63,288.5426356589147
2014-05-14,337500.0,5.0,2.0,1700,7314,1.0,0,0,3,1000,700,1956,,Seattle,98108,0,1956,58,58,198.52941176470588
2014-05-14,582500.0,2.0,1.5,1159,4800,1.0,0,0,3,1159,0,1948,,Seattle,98199,0,1948,66,66,502.58843830888696
2014-05-14,489200.0,3.0,2.75,1850,9600,1.5,0,0,5,1850,0,1965,,Kirkland,98034,0,1965,49,49,264.43243243243245
2014-05-14,405100.0,2.0,1.0,840,3522,1.0,0,0,3,840,0,1947,,Seattle,98199,0,1947,67,67,482.26190476190476
2014-05-14,372977.0,3.0,2.5,1690,1618,2.0,0,0,3,1150,540,2014,,Issaquah,98029,0,2014,0,0,220.69644970414203
2014-05-14,310000.0,3.0,1.0,1050,9876,1.0,0,0,3,1050,0,1953,,Kenmore,98028,0,1953,61,61,295.23809523809524
2014-05-14,538000.0,3.0,1.75,1400,3825,1.5,0,0,4,1100,300,1904,,Seattle,98117,0,1904,110,110,384.2857142857143
2014-05-14,1400000.0,3.0,2.5,2550,7200,2.0,0,2,3,2550,0,1981,2013.0,Seattle,98144,1,2013,33,1,549.0196078431372
2014-05-14,317000.0,3.0,2.5,1840,5011,2.0,0,0,3,1840,0,2012,,Maple Valley,98038,0,2012,2,2,172.2826086956522
2014-05-14,702500.0,3.0,1.5,2360,6750,2.0,0,0,5,1930,430,1926,,Seattle,98103,0,1926,88,88,297.6694915254237
2014-05-14,565000.0,4.0,2.5,2240,14667,2.0,0,0,4,2240,0,1989,,Newcastle,98059,0,1989,25,25,252.23214285714286
2014-05-14,723000.0,4.0,2.5,2700,4004,2.0,0,0,3,2700,0,2004,,Issaquah,98029,0,2004,10,10,267.77777777777777
2014-05-14,766950.0,3.0,2.5,3030,30007,1.5,0,0,4,3030,0,1992,,Woodinville,98077,0,1992,22,22,253.11881188118812
2014-05-14,682000.0,3.0,1.75,1830,5120,1.5,0,2,5,1830,0,1903,,Seattle,98122,0,1903,111,111,372.6775956284153
2014-05-14,325000.0,3.0,2.5,2220,6049,2.0,0,0,4,2220,0,1990,,Kent,98031,0,1990,24,24,146.3963963963964
2014-05-14,543000.0,3.0,2.5,2090,7640,1.0,0,0,3,1360,730,1962,2014.0,Shoreline,98133,1,2014,52,0,259.8086124401914
2014-05-14,525000.0,3.0,1.75,1600,6120,1.5,0,0,3,1600,0,1924,,Seattle,98115,0,1924,90,90,328.125
2014-05-14,364000.0,4.0,1.75,2010,8625,1.0,0,0,4,1340,670,1957,,Shoreline,98133,0,1957,57,57,181.09452736318408
2014-05-14,394475.0,2.0,1.0,830,4000,1.0,0,0,3,830,0,1955,,Seattle,98117,0,1955,59,59,475.2710843373494
2014-05-14,316000.0,4.0,2.5,2010,7226,2.0,0,0,3,2010,0,1995,,Auburn,98092,0,1995,19,19,157.2139303482587
2014-05-14,339950.0,3.0,1.0,1050,5402,1.5,0,0,4,1050,0,1906,,Seattle,98144,0,1906,108,108,323.76190476190476
2014-05-14,486000.0,4.0,2.5,2150,39449,1.0,0,0,3,1420,730,1978,,Fall City,98024,0,1978,36,36,226.04651162790697
2014-05-14,160000.0,3.0,1.0,860,11900,1.0,0,0,4,860,0,1963,,Kent,98030,0,1963,51,51,186.04651162790697
2014-05-14,930000.0,3.0,2.5,3100,20553,1.0,0,0,3,3100,0,1954,,Shoreline,98177,0,1954,60,60,300.0
2014-05-14,139000.0,3.0,1.0,1100,17334,1.0,0,0,3,1100,0,1978,,Auburn,98001,0,1978,36,36,126.36363636363636
2014-05-14,562000.0,3.0,1.5,1830,8000,1.0,0,0,4,1830,0,1957,,Bellevue,98008,0,1957,57,57,307.10382513661204
2014-05-14,299000.0,2.0,1.75,1250,34395,1.0,0,0,4,1250,0,1950,,Federal Way,98003,0,1950,64,64,239.2
2014-05-14,511000.0,3.0,2.5,1820,4883,2.0,0,0,3,1820,0,2005,,Kenmore,98028,0,2005,9,9,280.7692307692308
2014-05-14,499000.0,3.0,2.0,2090,42689,1.5,0,0,3,2090,0,1959,1998.0,Ravensdale,98051,1,1998,55,16,238.755980861244
2014-05-14,356000.0,3.0,3.5,2100,12384,2.0,0,0,3,2100,0,1980,,Tukwila,98168,0,1980,34,34,169.52380952380952
2014-05-14,470000.0,4.0,2.5,2310,14023,2.0,0,0,3,2310,0,1991,,Duvall,98019,0,1991,23,23,203.46320346320346
2014-05-14,715000.0,4.0,2.25,2060,5649,1.0,0,0,5,1360,700,1941,,Seattle,98199,0,1941,73,73,347.0873786407767
2014-05-14,1120000.0,4.0,2.25,4470,60373,2.0,0,0,3,4470,0,1988,,Woodinville,98072,0,1988,26,26,250.5592841163311
2014-05-14,458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,600,1940,,Seattle,98125,0,1940,74,74,275.90361445783134
2014-05-14,966000.0,5.0,4.5,3810,8019,2.0,0,0,3,3810,0,2008,,Sammamish,98075,0,2008,6,6,253.54330708661416
2014-05-14,305495.0,3.0,1.75,2110,10200,2.0,0,0,4,2110,0,1966,,Renton,98059,0,1966,48,48,144.78436018957345
2014-05-14,543000.0,2.0,2.0,2370,217800,1.5,0,0,3,1600,770,1992,,Issaquah,98027,0,1992,22,22,229.1139240506329
2014-05-14,340000.0,3.0,2.25,1970,3716,2.0,0,0,3,1970,0,1997,,Renton,98056,0,1997,17,17,172.58883248730965
2014-05-14,633100.0,4.0,2.5,2470,33305,2.0,0,0,3,2470,0,1993,,Redmond,98053,0,1993,21,21,256.3157894736842
2014-05-14,310000.0,3.0,1.0,1480,7830,1.0,0,0,3,1480,0,1952,,Shoreline,98133,0,1952,62,62,209.45945945945945
2014-05-14,349950.0,5.0,3.0,2257,10117,1.0,0,0,3,1363,894,2005,,SeaTac,98188,0,2005,9,9,155.0509525919362
2014-05-14,267800.0,2.0,1.0,700,6000,1.0,0,0,4,700,0,1949,,Shoreline,98155,0,1949,65,65,382.57142857142856
2014-05-14,234000.0,4.0,2.0,1630,9010,1.0,0,0,4,1050,580,1975,,Auburn,98092,0,1975,39,39,143.55828220858896
2014-05-14,740000.0,4.0,2.5,3430,10157,2.0,0,0,3,3430,0,2000,,Kirkland,98034,0,2000,14,14,215.74344023323616
2014-05-14,607500.0,5.0,1.75,2220,6000,1.5,0,0,3,1420,800,1923,,Seattle,98199,0,1923,91,91,273.64864864864865
2014-05-14,223000.0,3.0,1.75,1340,7473,1.0,0,0,4,1340,0,1973,,Auburn,98002,0,1973,41,41,166.4179104477612
2014-05-14,400000.0,2.0,1.0,980,2130,1.0,0,0,4,860,120,1918,,Seattle,98117,0,1918,96,96,408.16326530612247
2014-05-14,802000.0,3.0,2.5,2580,13096,2.0,0,0,3,2580,0,1986,,Redmond,98052,0,1986,28,28,310.85271317829455
2014-05-14,253000.0,4.0,2.5,2230,4541,2.0,0,0,3,2230,0,2006,,Covington,98042,0,2006,8,8,113.45291479820628
2014-05-14,1058000.0,4.0,2.0,2290,11137,1.0,0,0,4,2290,0,1955,,Bellevue,98004,0,1955,59,59,462.0087336244541
2014-05-14,300000.0,3.0,1.0,1260,8280,1.0,0,0,3,1260,0,1946,,Seattle,98115,0,1946,68,68,238.0952380952381
2014-05-14,625000.0,4.0,2.75,1680,11180,1.0,0,0,4,1680,0,1966,,Redmond,98052,0,1966,48,48,372.0238095238095
2014-05-14,707000.0,4.0,3.25,3200,7081,2.0,0,0,3,3200,0,2004,,Sammamish,98075,0,2004,10,10,220.9375
2014-05-14,950000.0,4.0,2.5,3320,7644,2.0,0,0,3,3320,0,1995,,Bellevue,98006,0,1995,19,19,286.144578313253
2014-05-14,420000.0,4.0,2.5,3040,24123,2.0,0,0,3,3040,0,1999,,Auburn,98092,0,1999,15,15,138.1578947368421
2014-05-14,498000.0,4.0,2.75,2270,7375,1.0,0,0,4,1290,980,1973,,Kirkland,98034,0,1973,41,41,219.38325991189427
2014-05-14,450000.0,3.0,2.5,2910,17172,2.0,0,0,3,2910,0,1989,,Federal Way,98003,0,1989,25,25,154.63917525773195
2014-05-14,955000.0,5.0,2.25,2510,9887,2.0,0,0,3,2510,0,1972,,Mercer Island,98040,0,1972,42,42,380.47808764940237
2014-05-14,215000.0,2.0,1.0,1240,7200,1.0,0,0,3,1240,0,1967,,Tukwila,98168,0,1967,47,47,173.38709677419354
2014-05-14,437000.0,3.0,2.75,2580,5200,2.0,0,0,3,2580,0,2008,,Renton,98059,0,2008,6,6,169.3798449612403
2014-05-14,773000.0,3.0,2.75,2470,3600,2.0,0,0,3,2470,0,2007,,Issaquah,98029,0,2007,7,7,312.95546558704456
2014-05-14,1222500.0,4.0,3.5,4910,9444,1.5,0,0,3,3110,1800,2007,,Sammamish,98074,0,2007,7,7,248.9816700610998
2014-05-15,256883.0,3.0,2.5,1690,5025,2.0,0,0,3,1690,0,2003,,Federal Way,98023,0,2003,11,11,152.00177514792898
2014-05-15,592500.0,4.0,2.5,2240,12032,1.0,0,0,3,2240,0,1983,,Sammamish,98074,0,1983,31,31,264.50892857142856
2014-05-15,252350.0,3.0,2.0,1650,7352,1.0,0,0,3,1160,490,1979,,Renton,98058,0,1979,35,35,152.93939393939394
2014-05-15,370000.0,4.0,2.5,2710,5880,2.0,0,0,3,2710,0,1998,,Auburn,98092,0,1998,16,16,136.53136531365314
2014-05-15,465750.0,3.0,1.5,1260,10350,1.0,0,0,3,1260,0,1959,,Bellevue,98008,0,1959,55,55,369.64285714285717
2014-05-15,185000.0,3.0,1.0,1150,8100,1.0,0,0,3,1150,0,1932,,Seattle,98168,0,1932,82,82,160.8695652173913
2014-05-15,582800.0,4.0,2.75,2550,7636,1.0,0,0,3,1440,1110,1986,,Sammamish,98074,0,1986,28,28,228.54901960784315
2014-05-15,245000.0,3.0,1.75,1490,6930,1.0,0,0,4,1490,0,1990,,Kent,98030,0,1990,24,24,164.4295302013423
2014-05-15,302000.0,4.0,1.75,2020,7865,1.0,0,0,4,1010,1010,1963,,Renton,98059,0,1963,51,51,149.5049504950495
2014-05-15,451555.0,2.0,1.0,1320,4520,1.0,0,1,3,1320,0,1912,1971.0,Seattle,98116,1,1971,102,43,342.0871212121212
2014-05-15,250000.0,3.0,1.0,1230,10350,1.0,0,0,4,1230,0,1957,,Renton,98055,0,1957,57,57,203.2520325203252
2014-05-15,255000.0,4.0,2.5,2070,7800,2.0,0,0,3,2070,0,1989,,Federal Way,98003,0,1989,25,25,123.18840579710145
2014-05-15,840000.0,4.0,1.75,2930,11562,1.0,0,3,3,1670,1260,1947,,Seattle,98117,0,1947,67,67,286.68941979522185
2014-05-15,190000.0,3.0,1.0,1090,8520,1.0,0,0,3,1090,0,1967,,Federal Way,98003,0,1967,47,47,174.3119266055046
2014-05-15,349950.0,3.0,1.0,1400,7066,1.0,0,0,3,1400,0,1957,,Seattle,98125,0,1957,57,57,249.96428571428572
2014-05-15,613000.0,4.0,2.0,1550,4815,1.5,0,0,3,1550,0,1909,,Seattle,98103,0,1909,105,105,395.48387096774195
2014-05-15,300000.0,3.0,1.0,1220,13000,1.0,0,0,4,1220,0,1955,,Shoreline,98133,0,1955,59,59,245.9016393442623
2014-05-15,455000.0,3.0,2.5,1870,7344,1.0,0,0,3,1470,400,1980,,Kirkland,98034,0,1980,34,34,243.31550802139037
2014-05-15,335000.0,3.0,2.25,2150,30476,2.0,0,0,3,2150,0,1991,,Tukwila,98188,0,1991,23,23,155.8139534883721
2014-05-15,197500.0,3.0,1.0,980,3090,1.5,0,0,3,980,0,1903,,Seattle,98118,0,1903,111,111,201.53061224489795
2014-05-15,412500.0,3.0,1.5,1490,8475,1.0,0,0,4,1490,0,1963,,Redmond,98052,0,1963,51,51,276.8456375838926
2014-05-15,395300.0,3.0,1.5,1120,7000,1.0,0,0,3,1120,0,1955,,Bellevue,98007,0,1955,59,59,352.94642857142856
2014-05-15,342400.0,3.0,2.25,1180,9630,2.0,0,0,3,1180,0,1986,,Kenmore,98028,0,1986,28,28,290.1694915254237
2014-05-15,749400.0,4.0,2.5,3240,20301,2.0,0,0,3,3240,0,1985,,Redmond,98052,0,1985,29,29,231.2962962962963
2014-05-15,316500.0,4.0,2.5,2150,6807,2.0,0,0,4,2150,0,1991,,Kent,98031,0,1991,23,23,147.2093023255814
2014-05-15,390000.0,3.0,2.5,2240,10800,2.0,0,0,3,2240,0,1996,,Kenmore,98028,0,1996,18,18,174.10714285714286
2014-05-15,225000.0,3.0,2.0,1400,7384,1.0,0,0,3,1150,250,1979,,Renton,98058,0,1979,35,35,160.71428571428572
2014-05-15,550000.0,3.0,2.25,1980,40887,1.0,0,0,4,1980,0,1980,,Redmond,98053,0,1980,34,34,277.77777777777777
2014-05-15,280000.0,3.0,1.0,1330,20562,1.5,0,0,3,1330,0,1959,,North Bend,98045,0,1959,55,55,210.52631578947367
2014-05-15,1255000.0,4.0,2.5,3200,7535,2.0,0,0,3,3200,0,2006,,Seattle,98105,0,2006,8,8,392.1875
2014-05-15,575000.0,2.0,1.0,1490,6000,1.0,0,0,3,1090,400,1946,,Seattle,98112,0,1946,68,68,385.90604026845637
2014-05-15,1000000.0,5.0,4.25,3920,16258,2.0,0,0,3,2900,1020,1990,,Bellevue,98004,0,1990,24,24,255.10204081632654
2014-05-15,585000.0,5.0,1.75,2000,3750,2.0,0,0,4,2000,0,1921,,Seattle,98103,0,1921,93,93,292.5
2014-05-15,620000.0,4.0,2.5,2680,9185,2.0,0,0,3,2680,0,1989,,Issaquah,98029,0,1989,25,25,231.34328358208955
2014-05-15,204700.0,4.0,2.0,1670,9987,1.0,0,0,3,1670,0,1967,,Auburn,98001,0,1967,47,47,122.57485029940119
2014-05-15,695000.0,4.0,3.0,3150,9130,2.0,0,0,3,3150,0,2001,,Sammamish,98075,0,2001,13,13,220.63492063492063
2014-05-15,689900.0,4.0,3.25,2740,7266,2.0,0,0,3,2060,680,2003,,Issaquah,98027,0,2003,11,11,251.78832116788323
2014-05-15,375000.0,4.0,1.75,1890,8000,1.0,0,0,4,1250,640,1960,,Shoreline,98133,0,1960,54,54,198.4126984126984
2014-05-15,475000.0,7.0,3.5,2870,29699,1.0,0,0,3,1520,1350,1961,,Seattle,98125,0,1961,53,53,165.50522648083623
2014-05-15,215000.0,3.0,1.0,1160,10384,1.0,0,0,4,1160,0,1969,,Maple Valley,98038,0,1969,45,45,185.3448275862069
2014-05-15,2100000.0,4.0,1.75,3550,19865,2.0,0,0,3,3550,0,1962,2002.0,Medina,98039,1,2002,52,12,591.5492957746479
2014-05-15,790000.0,3.0,1.75,1790,6117,1.0,0,2,3,1350,440,1940,,Seattle,98199,0,1940,74,74,441.340782122905
2014-05-15,350000.0,3.0,1.75,1680,250470,1.0,0,0,4,1070,610,1940,,Duvall,98019,0,1940,74,74,208.33333333333334
2014-05-15,695000.0,3.0,2.5,4560,17622,2.0,0,0,4,3800,760,1986,,Sammamish,98074,0,1986,28,28,152.41228070175438
2014-05-15,263000.0,3.0,2.25,1590,7748,2.0,0,0,4,1590,0,1991,,Federal Way,98003,0,1991,23,23,165.40880503144655
2014-05-15,400000.0,3.0,1.0,1630,10304,1.0,0,0,5,1630,0,1953,,Shoreline,98155,0,1953,61,61,245.39877300613497
2014-05-15,525000.0,3.0,2.5,2700,7434,2.0,0,0,3,2700,0,1991,,Woodinville,98072,0,1991,23,23,194.44444444444446
2014-05-15,349950.0,3.0,2.5,1700,7496,2.0,0,0,3,1700,0,1994,,Renton,98055,0,1994,20,20,205.85294117647058
2014-05-15,1085000.0,4.0,3.25,3740,12080,1.0,0,0,3,2000,1740,1988,,Woodinville,98077,0,1988,26,26,290.10695187165777
2014-05-15,744000.0,4.0,3.0,1980,5352,2.5,0,0,3,1980,0,1941,2005.0,Seattle,98136,1,2005,73,9,375.75757575757575
2014-05-15,312500.0,2.0,1.0,880,6345,1.0,0,0,3,880,0,1919,,Seattle,98106,0,1919,95,95,355.1136363636364
2014-05-15,240000.0,3.0,2.0,1400,6200,1.0,0,0,3,700,700,1948,,Shoreline,98133,0,1948,66,66,171.42857142857142
2014-05-15,495000.0,4.0,2.0,2050,4000,1.5,0,0,5,1210,840,1941,,Seattle,98144,0,1941,73,73,241.46341463414635
2014-05-15,580050.0,3.0,2.5,2360,4638,2.0,0,3,3,2360,0,1996,,Seattle,98115,0,1996,18,18,245.78389830508473
2014-05-15,640000.0,4.0,2.0,2560,7798,1.0,0,0,4,1890,670,1947,,Seattle,98115,0,1947,67,67,250.0
2014-05-15,417000.0,3.0,1.5,1340,10224,1.0,0,0,4,1340,0,1956,,Bellevue,98006,0,1956,58,58,311.1940298507463
2014-05-15,174950.0,3.0,1.0,1060,5200,1.0,0,0,5,1060,0,1970,,Covington,98042,0,1970,44,44,165.04716981132074
2014-05-15,295000.0,3.0,1.5,850,2500,1.0,0,0,3,850,0,1986,,Seattle,98106,0,1986,28,28,347.05882352941177
2014-05-15,423000.0,4.0,1.75,1880,7303,1.0,0,0,3,1010,870,1976,,Kirkland,98034,0,1976,38,38,225.0
2014-05-15,839000.0,3.0,1.0,1230,12305,1.0,0,0,3,1230,0,1955,1990.0,Bellevue,98004,1,1990,59,24,682.1138211382114
2014-05-15,343000.0,4.0,1.75,2290,10290,1.0,0,0,3,1340,950,1960,,Seattle,98146,0,1960,54,54,149.7816593886463
2014-05-15,467000.0,3.0,1.0,1660,6582,1.0,0,0,5,1000,660,1946,,Seattle,98133,0,1946,68,68,281.32530120481925
2014-05-15,512500.0,3.0,2.5,1840,2875,2.0,0,0,4,1840,0,1997,,Seattle,98116,0,1997,17,17,278.5326086956522
2014-05-15,575000.0,4.0,2.5,3020,17810,1.0,0,0,3,1600,1420,1979,,Lake Forest Park,98155,0,1979,35,35,190.39735099337747
2014-05-15,465000.0,3.0,1.75,1410,6886,1.0,0,0,3,1410,0,1924,2013.0,Seattle,98133,1,2013,90,1,329.78723404255317
2014-05-15,270000.0,3.0,1.0,1010,9514,1.0,0,0,3,1010,0,1969,,Renton,98059,0,1969,45,45,267.3267326732673
2014-05-15,340000.0,3.0,1.75,1960,8136,1.0,0,0,3,980,980,1948,,Seattle,98106,0,1948,66,66,173.46938775510205
2014-05-15,765000.0,5.0,3.75,3580,14275,2.0,0,0,3,3190,390,1999,,Issaquah,98027,0,1999,15,15,213.68715083798884
2014-05-15,497000.0,4.0,2.5,2240,7200,2.0,0,0,3,2240,0,1995,,Seattle,98118,0,1995,19,19,221.875
2014-05-15,803100.0,4.0,2.5,3310,5404,2.0,0,0,3,3310,0,2004,,Redmond,98052,0,2004,10,10,242.62839879154077
2014-05-15,344000.0,3.0,2.5,1232,1130,3.0,0,0,3,1232,0,2007,,Seattle,98125,0,2007,7,7,279.2207792207792
2014-05-15,828950.0,4.0,3.5,3930,5680,2.0,0,1,3,2820,1110,2013,,Issaquah,98027,0,2013,1,1,210.92875318066157
2014-05-15,386380.0,3.0,2.5,1720,3600,2.0,0,0,3,1720,0,2010,,Redmond,98053,0,2010,4,4,224.63953488372093
2014-05-15,312000.0,3.0,2.25,1490,974,2.0,0,0,3,1220,270,2009,,Seattle,98106,0,2009,5,5,209.39597315436242
2014-05-15,720000.0,3.0,2.5,3150,151588,2.0,0,0,3,3150,0,2007,,Fall City,98024,0,2007,7,7,228.57142857142858
2014-05-15,914500.0,4.0,2.5,3950,10856,3.0,0,0,3,3950,0,2013,,Sammamish,98075,0,2013,1,1,231.51898734177215
2014-05-15,819995.0,5.0,2.75,3030,10335,2.0,0,0,3,3030,0,2013,,Newcastle,98056,0,2013,1,1,270.62541254125415
2014-05-16,252700.0,2.0,1.5,1070,9643,1.0,0,0,3,1070,0,1985,,Kent,98030,0,1985,29,29,236.16822429906543
2014-05-16,437500.0,3.0,2.5,2320,36847,2.0,0,2,3,2320,0,1992,,North Bend,98045,0,1992,22,22,188.57758620689654
2014-05-16,350000.0,1.0,1.0,700,5100,1.0,0,0,3,700,0,1942,,Seattle,98115,0,1942,72,72,500.0
