date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,address,date_raw,street,city,statezip,country,zipcode
2014-05-07,599000.0,3.0,1.75,1960,4788,1.0,0,0,4,1090,870,1920,,"6253-6299 15th Ave NE, Seattle, WA 98115, USA",20140507T000000,6253-6299 15th Ave NE,Seattle,WA 98115,USA,98115
2014-05-07,492000.0,4.0,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956.0,"1718 N 175th St, Shoreline, WA 98133, USA",20140507T000000,1718 N 175th St,Shoreline,WA 98133,USA,98133
2014-05-07,630000.0,2.0,2.25,2550,5663,1.0,0,0,3,1720,830,2011,,"1225 N 41st Pl, Renton, WA 98056, USA",20140507T000000,1225 N 41st Pl,Renton,WA 98056,USA,98056
2014-05-07,900000.0,5.0,3.75,4130,226076,2.0,0,0,3,3170,960,1985,,"12809-12907 206th Ave NE, Woodinville, WA 98077, USA",20140507T000000,12809-12907 206th Ave NE,Woodinville,WA 98077,USA,98077
2014-05-07,1110000.0,4.0,1.5,2310,13300,1.0,0,0,3,1890,420,1950,,"9724 NE 14th St, Clyde Hill, WA 98004, USA",20140507T000000,9724 NE 14th St,Clyde Hill,WA 98004,USA,98004
2014-05-07,575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1650,0,1955,,"6708 14th Ave NW, Seattle, WA 98117, USA",20140507T000000,6708 14th Ave NW,Seattle,WA 98117,USA,98117
2014-05-07,705000.0,4.0,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013.0,"1902 45th Ave SW, Seattle, WA 98116, USA",20140507T000000,1902 45th Ave SW,Seattle,WA 98116,USA,98116
2014-05-07,940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,1963,,"1234 22nd Ave E, Seattle, WA 98112, USA",20140507T000000,1234 22nd Ave E,Seattle,WA 98112,USA,98112
2014-05-07,313000.0,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,1967,,"32631 39th Ave SW, Federal Way, WA 98023, USA",20140507T000000,32631 39th Ave SW,Federal Way,WA 98023,USA,98023
2014-05-07,618080.0,3.0,2.5,2030,6500,2.0,0,0,3,2030,0,1988,,"4421-4564 186th Ave SE, Issaquah, WA 98027, USA",20140507T000000,4421-4564 186th Ave SE,Issaquah,WA 98027,USA,98027
2014-05-07,640000.0,3.0,3.0,2270,5175,2.0,0,0,3,2130,140,2002,,"1200 N 27th Pl, Renton, WA 98056, USA",20140507T000000,1200 N 27th Pl,Renton,WA 98056,USA,98056
2014-05-07,485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,1917,,"4313 SW Willow St, Seattle, WA 98136, USA",20140507T000000,4313 SW Willow St,Seattle,WA 98136,USA,98136
2014-05-07,300000.0,2.0,1.0,760,3001,1.0,0,0,3,760,0,1913,,"1761 17th Ave S, Seattle, WA 98144, USA",20140507T000000,1761 17th Ave S,Seattle,WA 98144,USA,98144
2014-05-07,379500.0,2.0,1.0,1640,17335,1.0,0,0,3,840,800,1978,,"3301-3389 289th Ave NE, Redmond, WA 98053, USA",20140507T000000,3301-3389 289th Ave NE,Redmond,WA 98053,USA,98053
2014-05-07,339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1630,0,1985,,"19501 135th Ave SE, Renton, WA 98058, USA",20140507T000000,19501 135th Ave SE,Renton,WA 98058,USA,98058
2014-05-07,1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,3560,0,1914,,"903 22nd Ave E, Seattle, WA 98112, USA",20140507T000000,903 22nd Ave E,Seattle,WA 98112,USA,98112
2014-05-07,1340000.0,3.0,3.0,2960,5500,2.0,0,2,3,2440,520,1937,1990.0,"3529 W Howe St, Seattle, WA 98199, USA",20140507T000000,3529 W Howe St,Seattle,WA 98199,USA,98199
2014-05-07,500000.0,3.0,2.5,1940,37565,1.0,0,0,4,1940,0,1987,,"20821 SE 135th St, Issaquah, WA 98027, USA",20140507T000000,20821 SE 135th St,Issaquah,WA 98027,USA,98027
2014-05-07,239900.0,3.0,2.0,1410,7566,1.0,0,0,3,1410,0,1985,,"11907 SE 261st Pl, Kent, WA 98030, USA",20140507T000000,11907 SE 261st Pl,Kent,WA 98030,USA,98030
2014-05-07,314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,1968,,"18227 SE 135th St, Renton, WA 98059, USA",20140507T000000,18227 SE 135th St,Renton,WA 98059,USA,98059
2014-05-07,361280.0,2.0,1.0,820,6400,1.0,0,0,4,820,0,1944,,"5902 37th Ave SW, Seattle, WA 98126, USA",20140507T000000,5902 37th Ave SW,Seattle,WA 98126,USA,98126
2014-05-07,100000.0,2.0,1.0,910,22000,1.0,0,0,3,910,0,1956,,"138 Seattle Blvd S, Algona, WA 98001, USA",20140507T000000,138 Seattle Blvd S,Algona,WA 98001,USA,98001
2014-05-07,540000.0,7.0,5.75,3700,7647,2.0,0,1,3,3700,0,1948,1984.0,"15007-15299 37th Ave NE, Lake Forest Park, WA 98155, USA",20140507T000000,15007-15299 37th Ave NE,Lake Forest Park,WA 98155,USA,98155
2014-05-07,480500.0,4.0,2.5,2180,11200,1.0,0,0,4,2180,0,1968,,"18911 NE 165th Pl, Woodinville, WA 98072, USA",20140507T000000,18911 NE 165th Pl,Woodinville,WA 98072,USA,98072
2014-05-07,280000.0,3.0,2.5,1600,4271,2.0,0,0,3,1600,0,2000,,"5146 S 303rd Pl, Auburn, WA 98001, USA",20140507T000000,5146 S 303rd Pl,Auburn,WA 98001,USA,98001
2014-05-07,440000.0,3.0,1.75,1500,6180,1.0,0,0,4,1060,440,1947,,"3827 39th Ave S, Seattle, WA 98118, USA",20140507T000000,3827 39th Ave S,Seattle,WA 98118,USA,98118
2014-05-07,530000.0,3.0,1.0,1340,4284,1.0,0,0,3,1080,260,1910,,"4703-4707 4th Ave NE, Seattle, WA 98105, USA",20140507T000000,4703-4707 4th Ave NE,Seattle,WA 98105,USA,98105
2014-05-07,560000.0,3.0,2.0,1860,13374,1.0,0,0,3,1860,0,1985,,"1010 NW Inneswood Dr, Issaquah, WA 98027, USA",20140507T000000,1010 NW Inneswood Dr,Issaquah,WA 98027,USA,98027
2014-05-07,775000.0,3.0,2.0,2540,7200,1.5,0,3,4,1600,940,1905,,"517 32nd Ave S, Seattle, WA 98144, USA",20140507T000000,517 32nd Ave S,Seattle,WA 98144,USA,98144
2014-05-07,160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1040,0,1912,,"733 1st Ave N, Kent, WA 98032, USA",20140507T000000,733 1st Ave N,Kent,WA 98032,USA,98032
2014-05-07,209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,1960,,"32016 8th Ave S, Federal Way, WA 98003, USA",20140507T000000,32016 8th Ave S,Federal Way,WA 98003,USA,98003
2014-05-07,226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,510,1988,,"27000-27080 201st Ave SE, Covington, WA 98042, USA",20140507T000000,27000-27080 201st Ave SE,Covington,WA 98042,USA,98042
2014-05-07,380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1500,1500,1958,,"8514 S 124th St, Seattle, WA 98178, USA",20140507T000000,8514 S 124th St,Seattle,WA 98178,USA,98178
2014-05-07,409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,820,1968,,"19302 65th Pl NE, Kenmore, WA 98028, USA",20140507T000000,19302 65th Pl NE,Kenmore,WA 98028,USA,98028
2014-05-07,690000.0,3.0,2.0,1760,6428,1.0,0,0,4,980,780,1942,,"2145 Condon Way W, Seattle, WA 98199, USA",20140507T000000,2145 Condon Way W,Seattle,WA 98199,USA,98199
2014-05-07,405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,1961,,"605 N 178th St, Shoreline, WA 98133, USA",20140507T000000,605 N 178th St,Shoreline,WA 98133,USA,98133
2014-05-07,375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,0,1990,,"25408 Lake Wilderness Country Club Dr SE, Maple Valley, WA 98038, USA",20140507T000000,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA,98038
2014-05-07,794154.0,4.0,2.0,2210,8556,1.0,0,1,4,1210,1000,1954,,"3235 30th Ave W, Seattle, WA 98199, USA",20140507T000000,3235 30th Ave W,Seattle,WA 98199,USA,98199
2014-05-07,185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,0,1969,,"13248 Occidental Ave S, Burien, WA 98168, USA",20140507T000000,13248 Occidental Ave S,Burien,WA 98168,USA,98168
2014-05-07,245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,2005,,"11304 Corliss Ave N, Seattle, WA 98133, USA",20140507T000000,11304 Corliss Ave N,Seattle,WA 98133,USA,98133
2014-05-07,1532500.0,5.0,4.5,4270,8076,2.0,0,0,3,3400,870,2007,,"11017 101st Pl NE, Kirkland, WA 98033, USA",20140507T000000,11017 101st Pl NE,Kirkland,WA 98033,USA,98033
2014-05-07,1040000.0,4.0,3.5,3900,8391,2.0,0,0,3,3900,0,2006,,"10908 101st Pl NE, Kirkland, WA 98033, USA",20140507T000000,10908 101st Pl NE,Kirkland,WA 98033,USA,98033
2014-05-07,425000.0,2.0,2.5,1150,1027,3.0,0,0,3,1150,0,2008,,"3631 Greenwood Ave N, Seattle, WA 98103, USA",20140507T000000,3631 Greenwood Ave N,Seattle,WA 98103,USA,98103
2014-05-07,495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,2014,,"31898 50th Pl S, Auburn, WA 98001, USA",20140507T000000,31898 50th Pl S,Auburn,WA 98001,USA,98001
2014-05-07,365000.0,5.0,2.75,2410,5003,1.0,0,0,3,1410,1000,2008,,"7956 46th Ave S, Seattle, WA 98118, USA",20140507T000000,7956 46th Ave S,Seattle,WA 98118,USA,98118
2014-05-07,417250.0,3.0,2.25,1606,1452,3.0,0,0,3,1606,0,2009,,"12303 Sand Point Way NE, Seattle, WA 98125, USA",20140507T000000,12303 Sand Point Way NE,Seattle,WA 98125,USA,98125
2014-05-07,339950.0,2.0,1.0,820,681,3.0,0,0,3,820,0,2006,,"513 N 46th St, Seattle, WA 98103, USA",20140507T000000,513 N 46th St,Seattle,WA 98103,USA,98103
2014-05-08,615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,720,1946,,"2814 13th Ave W, Seattle, WA 98119, USA",20140508T000000,2814 13th Ave W,Seattle,WA 98119,USA,98119
2014-05-08,403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2090,0,2012,,"27930 NE 147th Pl, Duvall, WA 98019, USA",20140508T000000,27930 NE 147th Pl,Duvall,WA 98019,USA,98019
2014-05-08,980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1780,1380,1971,,"7401 92nd Pl SE, Mercer Island, WA 98040, USA",20140508T000000,7401 92nd Pl SE,Mercer Island,WA 98040,USA,98040
2014-05-08,258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1230,500,1977,,"30633 21st Ave SW, Federal Way, WA 98023, USA",20140508T000000,30633 21st Ave SW,Federal Way,WA 98023,USA,98023
2014-05-08,533000.0,3.0,1.0,1670,4080,1.0,0,0,3,1170,500,1967,,"544 NE 84th St, Seattle, WA 98115, USA",20140508T000000,544 NE 84th St,Seattle,WA 98115,USA,98115
2014-05-08,537500.0,4.0,2.5,2550,4630,2.0,0,0,3,2550,0,2005,,"1825 251st Pl SE, Sammamish, WA 98075, USA",20140508T000000,1825 251st Pl SE,Sammamish,WA 98075,USA,98075
2014-05-08,830000.0,5.0,3.0,3040,9601,1.0,0,0,5,1970,1070,1968,,"5200-5298 90th Ave SE, Mercer Island, WA 98040, USA",20140508T000000,5200-5298 90th Ave SE,Mercer Island,WA 98040,USA,98040
2014-05-08,712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1150,100,1900,,"3612 Interlake Ave N, Seattle, WA 98103, USA",20140508T000000,3612 Interlake Ave N,Seattle,WA 98103,USA,98103
2014-05-08,262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,2002,,"434 Pullman Ave, Algona, WA 98001, USA",20140508T000000,434 Pullman Ave,Algona,WA 98001,USA,98001
2014-05-08,753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2660,0,2003,,"1669 28th Ave NE, Issaquah, WA 98029, USA",20140508T000000,1669 28th Ave NE,Issaquah,WA 98029,USA,98029
2014-05-08,134000.0,2.0,1.5,980,5000,2.0,0,0,3,980,0,1922,2003.0,"235 Thelma St, Skykomish, WA 98288, USA",20140508T000000,235 Thelma St,Skykomish,WA 98288,USA,98288
2014-05-08,402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1290,670,1977,,"12207 NE 139th Pl, Kirkland, WA 98034, USA",20140508T000000,12207 NE 139th Pl,Kirkland,WA 98034,USA,98034
2014-05-08,205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,1955,,"8448 Delridge Way SW, Seattle, WA 98106, USA",20140508T000000,8448 Delridge Way SW,Seattle,WA 98106,USA,98106
2014-05-08,553650.0,2.0,2.5,1360,1349,2.0,0,0,3,1050,310,1997,,"624 Lake Washington Blvd E, Seattle, WA 98112, USA",20140508T000000,624 Lake Washington Blvd E,Seattle,WA 98112,USA,98112
2014-05-08,559950.0,2.0,2.0,1870,4950,1.0,0,0,3,1870,0,2006,,"23733 NE Salal Pl, Redmond, WA 98053, USA",20140508T000000,23733 NE Salal Pl,Redmond,WA 98053,USA,98053
2014-05-08,260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1100,1030,1962,,"24345 35th Pl S, Kent, WA 98032, USA",20140508T000000,24345 35th Pl S,Kent,WA 98032,USA,98032
2014-05-08,270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,0,1994,,"14816 SE 278th St, Kent, WA 98042, USA",20140508T000000,14816 SE 278th St,Kent,WA 98042,USA,98042
2014-05-08,295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1100,1100,1973,,"27469-27501 SE 154th Pl, Issaquah, WA 98027, USA",20140508T000000,27469-27501 SE 154th Pl,Issaquah,WA 98027,USA,98027
2014-05-08,719000.0,3.0,2.5,1690,4500,1.5,0,1,4,1690,0,1928,,"4022 SW Walker St, Seattle, WA 98116, USA",20140508T000000,4022 SW Walker St,Seattle,WA 98116,USA,98116
2014-05-08,266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1460,480,1989,,"28123 123rd Pl SE, Kent, WA 98030, USA",20140508T000000,28123 123rd Pl SE,Kent,WA 98030,USA,98030
2014-05-08,325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2320,0,2004,,"15020 SE 281st St, Kent, WA 98042, USA",20140508T000000,15020 SE 281st St,Kent,WA 98042,USA,98042
2014-05-08,647500.0,4.0,1.75,2060,26036,1.0,0,0,4,1160,900,1947,,"17622 12th Ave SW, Normandy Park, WA 98166, USA",20140508T000000,17622 12th Ave SW,Normandy Park,WA 98166,USA,98166
2014-05-08,1039000.0,4.0,1.0,3410,5000,2.0,0,0,5,2190,1220,1910,,"2509 33rd Ave S, Seattle, WA 98144, USA",20140508T000000,2509 33rd Ave S,Seattle,WA 98144,USA,98144
2014-05-08,569000.0,4.0,2.25,2250,41688,2.0,0,0,3,2250,0,1980,,"7304 217th Pl NE, Redmond, WA 98053, USA",20140508T000000,7304 217th Pl NE,Redmond,WA 98053,USA,98053
2014-05-08,246000.0,3.0,1.75,1390,7399,1.0,0,0,4,1390,0,1975,,"11921 SE 205th St, Kent, WA 98031, USA",20140508T000000,11921 SE 205th St,Kent,WA 98031,USA,98031
2014-05-08,515000.0,2.0,1.0,1060,4960,1.0,0,0,3,1060,0,1926,,"8230 Corliss Ave N, Seattle, WA 98103, USA",20140508T000000,8230 Corliss Ave N,Seattle,WA 98103,USA,98103
2014-05-08,207000.0,3.0,1.0,1490,8995,1.0,0,0,4,1490,0,1954,,"12612 23rd Ave S, Seattle, WA 98168, USA",20140508T000000,12612 23rd Ave S,Seattle,WA 98168,USA,98168
2014-05-08,780000.0,4.0,1.75,2480,9195,1.0,0,0,3,1390,1090,1950,,"3002 109th Ave SE, Bellevue, WA 98004, USA",20140508T000000,3002 109th Ave SE,Bellevue,WA 98004,USA,98004
2014-05-08,489990.0,5.0,2.25,2440,20828,1.5,0,0,4,2440,0,1975,,"13711 SE 251 Pl, Kent, WA 98042, USA",20140508T000000,13711 SE 251 Pl,Kent,WA 98042,USA,98042
2014-05-08,335000.0,3.0,1.5,2240,87625,1.5,0,0,2,1480,760,1980,,"18748 SE 330th St, Auburn, WA 98092, USA",20140508T000000,18748 SE 330th St,Auburn,WA 98092,USA,98092
2014-05-08,295000.0,3.0,2.5,1920,7229,2.0,0,0,3,1920,0,1993,,"1914 S 375th St, Federal Way, WA 98003, USA",20140508T000000,1914 S 375th St,Federal Way,WA 98003,USA,98003
2014-05-08,385000.0,3.0,1.75,1890,9920,1.0,0,0,3,1230,660,1944,,"14317 22nd Ave NE, Seattle, WA 98125, USA",20140508T000000,14317 22nd Ave NE,Seattle,WA 98125,USA,98125
2014-05-08,350000.0,4.0,1.75,2250,13515,1.0,0,0,4,2150,100,1940,,"468 Scenic Way, Kent, WA 98030, USA",20140508T000000,468 Scenic Way,Kent,WA 98030,USA,98030
2014-05-08,235000.0,2.0,1.0,1270,3008,1.0,0,0,4,650,620,1923,,"4305 S Webster St, Seattle, WA 98118, USA",20140508T000000,4305 S Webster St,Seattle,WA 98118,USA,98118
2014-05-08,358000.0,2.0,1.5,960,1808,2.0,0,0,3,960,0,1993,,"1816 26th Ave, Seattle, WA 98122, USA",20140508T000000,1816 26th Ave,Seattle,WA 98122,USA,98122
2014-05-08,716500.0,4.0,2.5,3290,6465,2.0,0,0,3,3290,0,2002,,"1031 272nd Pl SE, Sammamish, WA 98075, USA",20140508T000000,1031 272nd Pl SE,Sammamish,WA 98075,USA,98075
2014-05-08,228000.0,4.0,1.75,2000,6120,1.0,0,0,3,1100,900,1965,,"5933 S Eastwood Dr, Seattle, WA 98178, USA",20140508T000000,5933 S Eastwood Dr,Seattle,WA 98178,USA,98178
2014-05-08,405000.0,2.0,1.0,1020,8155,1.0,0,0,4,1020,0,1948,,"13221 3rd Ave NW, Seattle, WA 98177, USA",20140508T000000,13221 3rd Ave NW,Seattle,WA 98177,USA,98177
2014-05-08,538000.0,4.0,1.75,1840,9600,1.0,0,0,3,1220,620,1967,,"5524 161st Pl NE, Redmond, WA 98052, USA",20140508T000000,5524 161st Pl NE,Redmond,WA 98052,USA,98052
2014-05-08,530000.0,3.0,1.75,1980,6760,1.0,0,0,4,1980,0,1973,,"3220 170th Ave NE, Bellevue, WA 98008, USA",20140508T000000,3220 170th Ave NE,Bellevue,WA 98008,USA,98008
2014-05-08,1750000.0,6.0,3.0,3510,5760,2.5,0,0,4,3510,0,1906,,"806 15th Ave E, Seattle, WA 98112, USA",20140508T000000,806 15th Ave E,Seattle,WA 98112,USA,98112
2014-05-08,636000.0,2.0,1.75,1230,3600,1.5,0,0,5,1230,0,1925,,"2561 3rd Ave W, Seattle, WA 98119, USA",20140508T000000,2561 3rd Ave W,Seattle,WA 98119,USA,98119
2014-05-08,535000.0,4.0,2.5,2280,65836,2.0,0,0,3,2280,0,2004,,"13812 196th Ave NE, Woodinville, WA 98077, USA",20140508T000000,13812 196th Ave NE,Woodinville,WA 98077,USA,98077
2014-05-08,1500000.0,3.0,1.75,2430,12757,1.0,0,2,4,1340,1090,1952,,"9842 Vineyard Crest, Bellevue, WA 98004, USA",20140508T000000,9842 Vineyard Crest,Bellevue,WA 98004,USA,98004
2014-05-08,868500.0,3.0,2.5,2920,3942,3.0,0,0,3,2920,0,2008,,"1012 N 42nd Pl, Renton, WA 98056, USA",20140508T000000,1012 N 42nd Pl,Renton,WA 98056,USA,98056
2014-05-08,530000.0,4.0,2.75,2280,2850,1.5,0,0,4,1540,740,1930,,"8013 20th Ave NE, Seattle, WA 98115, USA",20140508T000000,8013 20th Ave NE,Seattle,WA 98115,USA,98115
2014-05-08,450000.0,3.0,2.0,1510,43560,1.0,0,0,3,1510,0,1954,,"13611 Bear Creek Rd NE, Woodinville, WA 98077, USA",20140508T000000,13611 Bear Creek Rd NE,Woodinville,WA 98077,USA,98077
2014-05-08,230000.0,3.0,1.75,950,6000,1.0,0,0,3,790,160,1939,,"1237 S Sullivan St, Seattle, WA 98108, USA",20140508T000000,1237 S Sullivan St,Seattle,WA 98108,USA,98108
2014-05-08,229000.0,3.0,2.5,1190,3000,2.0,0,0,3,1190,0,2002,,"12227 47th Ave S, Tukwila, WA 98178, USA",20140508T000000,12227 47th Ave S,Tukwila,WA 98178,USA,98178
2014-05-08,437000.0,3.0,1.75,1310,9282,1.0,0,0,4,1310,0,1976,,"17128 NE 92nd St, Redmond, WA 98052, USA",20140508T000000,17128 NE 92nd St,Redmond,WA 98052,USA,98052
2014-05-08,1307000.0,5.0,3.25,2800,3200,1.5,0,0,5,1910,890,1932,2002.0,"365 Halladay St, Seattle, WA 98109, USA",20140508T000000,365 Halladay St,Seattle,WA 98109,USA,98109
2014-05-08,595000.0,3.0,2.5,1750,3354,2.0,0,0,4,1750,0,1991,,"10621 NE 107th Pl, Kirkland, WA 98033, USA",20140508T000000,10621 NE 107th Pl,Kirkland,WA 98033,USA,98033
2014-05-08,660000.0,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,1918,,"2121 46th Ave SW, Seattle, WA 98116, USA",20140508T000000,2121 46th Ave SW,Seattle,WA 98116,USA,98116
2014-05-08,347500.0,4.0,2.5,2460,7350,2.0,0,0,3,2460,0,1989,,"32817 10th Pl SW, Federal Way, WA 98023, USA",20140508T000000,32817 10th Pl SW,Federal Way,WA 98023,USA,98023
2014-05-08,297950.0,3.0,2.0,1240,10800,1.0,0,0,3,1240,0,1967,2010.0,"17109 139th Pl SE, Renton, WA 98058, USA",20140508T000000,17109 139th Pl SE,Renton,WA 98058,USA,98058
2014-05-08,245000.0,3.0,1.5,1260,7964,1.0,0,0,4,1260,0,1955,,"168 S 192nd Pl, Des Moines, WA 98148, USA",20140508T000000,168 S 192nd Pl,Des Moines,WA 98148,USA,98148
2014-05-08,543200.0,6.0,2.25,2820,15600,1.5,0,2,5,1970,850,1940,,"15451 22nd Ave SW, Burien, WA 98166, USA",20140508T000000,15451 22nd Ave SW,Burien,WA 98166,USA,98166
2014-05-08,1250000.0,4.0,3.25,3820,24166,2.0,0,1,4,3310,510,1990,,"8565 E Mercer Way, Mercer Island, WA 98040, USA",20140508T000000,8565 E Mercer Way,Mercer Island,WA 98040,USA,98040
2014-05-08,413450.0,3.0,2.5,1540,1614,3.0,0,0,3,1470,70,2008,,"9202A Interlake Ave N, Seattle, WA 98103, USA",20140508T000000,9202A Interlake Ave N,Seattle,WA 98103,USA,98103
2014-05-08,330000.0,2.0,2.0,1550,435600,1.5,0,0,2,1550,0,1972,,"36521 SE 94th St, Snoqualmie, WA 98065, USA",20140508T000000,36521 SE 94th St,Snoqualmie,WA 98065,USA,98065
2014-05-08,424500.0,3.0,1.75,1460,7700,1.0,0,0,3,1460,0,1979,,"15917 NE 109th Way, Redmond, WA 98052, USA",20140508T000000,15917 NE 109th Way,Redmond,WA 98052,USA,98052
2014-05-08,230000.0,3.0,1.0,1390,16000,1.0,0,0,4,1390,0,1960,,"322 9th Ave N, Algona, WA 98001, USA",20140508T000000,322 9th Ave N,Algona,WA 98001,USA,98001
2014-05-08,930000.0,3.0,3.25,2640,4080,2.0,0,0,3,1840,800,1912,2000.0,"4714 Thackeray Pl NE, Seattle, WA 98105, USA",20140508T000000,4714 Thackeray Pl NE,Seattle,WA 98105,USA,98105
2014-05-08,349000.0,3.0,1.75,1590,9620,1.0,0,0,3,1590,0,1988,,"4924 SE 2nd Pl, Renton, WA 98059, USA",20140508T000000,4924 SE 2nd Pl,Renton,WA 98059,USA,98059
2014-05-08,835000.0,4.0,2.0,1910,6960,1.5,0,0,5,1910,0,1941,,"744 N 83rd St, Seattle, WA 98103, USA",20140508T000000,744 N 83rd St,Seattle,WA 98103,USA,98103
2014-05-08,988500.0,3.0,2.75,2015,16807,2.0,1,4,3,2015,0,2007,,"2973-3563 SW 172nd St, Burien, WA 98166, USA",20140508T000000,2973-3563 SW 172nd St,Burien,WA 98166,USA,98166
2014-05-08,500000.0,3.0,1.75,1410,1197,3.0,0,0,3,1410,0,2012,,"4010 Linden Ave N, Seattle, WA 98103, USA",20140508T000000,4010 Linden Ave N,Seattle,WA 98103,USA,98103
2014-05-08,499000.0,2.0,1.5,1110,957,2.0,0,0,3,930,180,2005,,"1417 4th Ave W, Seattle, WA 98119, USA",20140508T000000,1417 4th Ave W,Seattle,WA 98119,USA,98119
2014-05-08,321950.0,2.0,1.25,860,1277,2.0,0,0,3,860,0,2007,,"2113 15th Ave S, Seattle, WA 98144, USA",20140508T000000,2113 15th Ave S,Seattle,WA 98144,USA,98144
2014-05-08,494000.0,3.0,2.5,2310,4729,2.0,0,0,3,2310,0,2011,,"7630 Todd Pl, Kenmore, WA 98028, USA",20140508T000000,7630 Todd Pl,Kenmore,WA 98028,USA,98028
2014-05-08,441750.0,2.0,1.5,1020,1060,3.0,0,0,3,1020,0,2008,,"743 N 71st St, Seattle, WA 98103, USA",20140508T000000,743 N 71st St,Seattle,WA 98103,USA,98103
2014-05-08,438000.0,2.0,1.0,980,1179,2.0,0,0,3,980,0,2010,,"2050 14th Ave W, Seattle, WA 98119, USA",20140508T000000,2050 14th Ave W,Seattle,WA 98119,USA,98119
2014-05-09,985000.0,4.0,2.25,4230,37769,2.0,0,0,3,4230,0,1989,,"19505 NE 143rd St, Woodinville, WA 98077, USA",20140509T000000,19505 NE 143rd St,Woodinville,WA 98077,USA,98077
2014-05-09,352000.0,3.0,2.25,1640,11050,1.0,0,0,4,1640,0,1972,,"14513-14521 164th Pl SE, Renton, WA 98059, USA",20140509T000000,14513-14521 164th Pl SE,Renton,WA 98059,USA,98059
2014-05-09,839900.0,4.0,3.5,3810,13592,1.0,0,1,3,2560,1250,2013,,"2411 Meadow Ave N, Renton, WA 98056, USA",20140509T000000,2411 Meadow Ave N,Renton,WA 98056,USA,98056
2014-05-09,765000.0,4.0,2.75,2790,10819,2.0,0,0,3,2790,0,1996,,"19490 SE 57th Pl, Issaquah, WA 98027, USA",20140509T000000,19490 SE 57th Pl,Issaquah,WA 98027,USA,98027
2014-05-09,460000.0,4.0,1.75,1750,5500,1.5,0,0,5,1050,700,1926,,"7021 24th Ave NW, Seattle, WA 98117, USA",20140509T000000,7021 24th Ave NW,Seattle,WA 98117,USA,98117
2014-05-09,224500.0,4.0,1.0,1430,8355,1.5,0,0,4,1430,0,1983,,"31714 125th Pl SE, Auburn, WA 98092, USA",20140509T000000,31714 125th Pl SE,Auburn,WA 98092,USA,98092
2014-05-09,254000.0,3.0,2.5,1850,4597,2.0,0,0,3,1850,0,2003,,"15407 SE 252nd Pl, Covington, WA 98042, USA",20140509T000000,15407 SE 252nd Pl,Covington,WA 98042,USA,98042
2014-05-09,255000.0,2.0,1.0,960,28717,1.0,0,0,4,960,0,1984,,"29805-29821 129th Pl SW, Vashon, WA 98070, USA",20140509T000000,29805-29821 129th Pl SW,Vashon,WA 98070,USA,98070
2014-05-09,610000.0,3.0,3.0,2480,45302,1.0,0,0,4,1620,860,1976,,"19707 NE 181st St, Woodinville, WA 98077, USA",20140509T000000,19707 NE 181st St,Woodinville,WA 98077,USA,98077
2014-05-09,920000.0,4.0,3.0,3750,11025,2.0,0,0,3,3750,0,1976,,"3005 211th Ave NE, Sammamish, WA 98074, USA",20140509T000000,3005 211th Ave NE,Sammamish,WA 98074,USA,98074
